25-01-25 22:02:10.921 [main] INFO  c.e.journalApp.JournalApplication - Starting JournalApplication using Java 23.0.1 with PID 10644 (C:\Users\User\Downloads\SpringBoot\journalApp\target\classes started by User in C:\Users\User\Downloads\SpringBoot\journalApp)
25-01-25 22:02:15.167 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.kmbdk.mongodb.net:27017 to client view of cluster
25-01-25 22:02:15.228 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.kmbdk.mongodb.net:27017 to client view of cluster
25-01-25 22:02:15.378 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.kmbdk.mongodb.net:27017 to client view of cluster
25-01-25 22:02:15.920 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 1. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-01.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-00.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
25-01-25 22:02:16.517 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-cluster0-shard-00-01.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.kmbdk.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=533338100, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-01.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000004, setVersion=1, topologyVersion=TopologyVersion{processId=678009e61b44fb7ce10c11da, counter=6}, lastWriteDate=Sat Jan 25 21:59:29 IST 2025, lastUpdateTimeNanos=704505681658600}
25-01-25 22:02:16.517 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-cluster0-shard-00-02.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.kmbdk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=522163900, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-02.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67800b150b423cd0737aece4, counter=3}, lastWriteDate=Sat Jan 25 21:59:29 IST 2025, lastUpdateTimeNanos=704505681680200}
25-01-25 22:02:16.517 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-cluster0-shard-00-00.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.kmbdk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=515853100, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-00.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=678008cbca9275ad8cbeee4a, counter=4}, lastWriteDate=Sat Jan 25 21:59:29 IST 2025, lastUpdateTimeNanos=704505680769800}
25-01-25 22:02:16.524 [cluster-ClusterId{value='6795120e463fd97dc46758a1', description='Cluster0'}-cluster0-shard-00-01.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-01.kmbdk.mongodb.net:27017 with max election id 7fffffff0000000000000004 and max set version 1
25-01-25 22:02:17.945 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
25-01-25 22:02:18.844 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
25-01-25 22:02:18.869 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/journal'
25-01-25 22:02:18.889 [main] INFO  c.e.journalApp.JournalApplication - Started JournalApplication in 8.914 seconds (process running for 10.361)
25-01-25 22:02:26.839 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[.[localhost].[/journal] - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-01-25 22:02:26.840 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
25-01-25 22:02:26.852 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 12 ms
