26-04-10 11:46:02.386 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
26-04-10 11:46:08.396 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/23.0.1+11-39"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='Shreyas', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@463045fb, com.mongodb.Jep395RecordCodecProvider@27ab206, com.mongodb.KotlinCodecProvider@3344d163]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.kmbdk.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-by7hcy-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
26-04-10 11:46:08.540 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.kmbdk.mongodb.net:27017 to client view of cluster
26-04-10 11:46:08.646 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.kmbdk.mongodb.net:27017 to client view of cluster
26-04-10 11:46:08.656 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-srv-cluster0.kmbdk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.kmbdk.mongodb.net:27017 to client view of cluster
26-04-10 11:46:09.419 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 1. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-01.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-00.kmbdk.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
26-04-10 11:46:11.224 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-cluster0-shard-00-01.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.kmbdk.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1469879700, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-01.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000003bf, setVersion=348, topologyVersion=TopologyVersion{processId=69cfce3607ef750673480bd5, counter=6}, lastWriteDate=Fri Apr 10 11:46:10 IST 2026, lastUpdateTimeNanos=1968418023997200}
26-04-10 11:46:11.236 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-cluster0-shard-00-01.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-01.kmbdk.mongodb.net:27017 with max election id 7fffffff00000000000003bf and max set version 348
26-04-10 11:46:11.247 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-cluster0-shard-00-00.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.kmbdk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1480372800, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-00.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=348, topologyVersion=TopologyVersion{processId=69cfcac9ab8e8bc8450ccf91, counter=4}, lastWriteDate=Fri Apr 10 11:46:10 IST 2026, lastUpdateTimeNanos=1968418058203800}
26-04-10 11:46:11.272 [cluster-ClusterId{value='69d895a8c2e5c35639296943', description='null'}-cluster0-shard-00-02.kmbdk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.kmbdk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1528570000, setName='atlas-by7hcy-shard-0', canonicalAddress=cluster0-shard-00-02.kmbdk.mongodb.net:27017, hosts=[cluster0-shard-00-02.kmbdk.mongodb.net:27017, cluster0-shard-00-00.kmbdk.mongodb.net:27017, cluster0-shard-00-01.kmbdk.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-01.kmbdk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=348, topologyVersion=TopologyVersion{processId=69cfd1c722db666fb2f41066, counter=3}, lastWriteDate=Fri Apr 10 11:46:10 IST 2026, lastUpdateTimeNanos=1968418082686900}
26-04-10 11:46:14.486 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
26-04-10 11:46:16.551 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
26-04-10 11:46:16.574 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/journal'
26-04-10 11:46:16.597 [main] INFO  com.journalApp.JournalApplication - Started JournalApplication in 15.256 seconds (process running for 17.302)
26-04-10 11:46:16.817 [main] INFO  com.journalApp.database.Seed - ♻ username or email already in use, Reusing Admin
26-04-10 11:46:22.434 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[.[localhost].[/journal] - Initializing Spring DispatcherServlet 'dispatcherServlet'
26-04-10 11:46:22.435 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
26-04-10 11:46:22.438 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
